trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
123,False,"{'a': 0.5, 'e': 0.99993896484375}",20,0,-63.72102323352768,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9999379998759997}",20,0,-252.79645596951542,"{0: 8, 1: 4, 2: 2, 3: 1, 4: 5}",0
125,False,"{'a': 0.5, 'e': 0.9999370118417737}",20,0,-72.07137804481927,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.999936}",25,0,-200.23801444718856,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
127,False,"{'a': 0.5, 'e': 0.9999349635796045}",25,0,-212.37980310032464,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
128,False,"{'a': 0.5, 'e': 0.9999339017780422}",20,0,-73.33347411284201,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.999932813759742}",20,0,-159.53397570828304,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9999316986544635}",20,0,-158.34265417664176,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9999305555555555}",30,0,-226.40301656592854,"{0: 14, 1: 8, 2: 3, 3: 1, 4: 4}",0
132,False,"{'a': 0.5, 'e': 0.9999293835181131}",25,13,-101.07179112936711,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 2}",1
133,False,"{'a': 0.5, 'e': 0.9999281815570239}",20,0,-84.67907791268848,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.9999269486448974}",20,0,-31.39010018938331,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.9999256837098692}",20,0,-66.92960293535084,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.9999243856332704}",25,7,-63.440777703468,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.9999230532471529}",20,0,-30.021544367418002,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.9999216853316626}",30,0,-180.2994452694186,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.9999202806122449}",25,0,-96.8780886779877,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.9999188377566756}",20,0,-79.12836105689402,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9999173553719009}",25,0,-82.21329394452069,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9999158320006734}",25,0,-131.2163653010085,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.9999142661179699}",25,0,-92.45012557455341,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.9999126561271727}",25,0,-27.657669267658747,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9999110003559986}",25,0,-150.85562504940907,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9999092970521541}",20,0,-45.29840648977024,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.9999075443786982}",30,0,-78.26722309060183,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.9999057404090866}",20,0,-52.3266945569826,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.9999038831218762}",30,0,-149.46476900076422,"{0: 16, 1: 7, 2: 5, 3: 0, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.9999019703950593}",20,0,-96.7811400965589,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.9999}",25,0,-98.25028991917253,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9998979695949393}",20,0,-92.87485679526597,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.9998958767180341}",30,0,-139.49546508369954,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.9998937187798916}",25,0,-71.40039326519438,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.9998914930555556}",25,12,-50.953396579717726,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.9998891966759003}",25,0,-205.6141848679504,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
157,False,"{'a': 0.5, 'e': 0.9998868266183794}",25,0,-109.39821055753585,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9998843796970748}",20,0,-105.65902745882578,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9998818525519849}",20,0,-45.298573201464215,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.9998792416374834}",25,0,-210.16669911293715,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
161,False,"{'a': 0.5, 'e': 0.9998765432098765}",25,0,-105.44512427968284,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9998737533139755}",20,0,-99.3172020645047,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.999870867768595}",20,0,-42.193059056844405,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.9998678821508786}",25,0,-125.48782223422963,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9998647917793402}",30,0,-232.38096268657426,"{0: 14, 1: 6, 2: 6, 3: 0, 4: 4}",0
166,False,"{'a': 0.5, 'e': 0.9998615916955017}",20,7,-72.21566913594927,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.999858276643991}",20,6,-12.271201282978137,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.9998548410509508}",20,10,-49.941582972417066,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.9998512790005949}",25,18,-13.938644015909878,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.9998475842097241}",20,0,-120.4437956040067,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.99984375}",30,0,-92.98645738592336,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.9998397692677455}",20,0,-97.28315702635032,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9998356344510191}",25,0,-115.25058584971812,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.9998313374936751}",20,0,-19.056485537544972,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.9998268698060941}",20,0,-143.19609682919298,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.9998222222222222}",20,11,-1.8086057233944235,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.99981738495252}",20,0,-224.3103636116889,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
